市場,代號,公司簡稱,公告日期,異動情形,新任者,舊任者,生效日期,異動原因,公告來源
上櫃,6148,驊宏資,94/12/05,職務調整,許淑玲,呂順安,94/12/05,"因舊任者目前休假待產,公司內部職務調整專任董事會秘書新任者在本公司擔任稽核長達5年之久","{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6148"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,9938,百和,94/11/29,職務調動,辛玫儘,陳家玉,94/11/29,職務調動,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""9938"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,6272,驊陞,94/11/29,職務調動,段祥麟,張國賢,94/08/29,職務調動,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6272"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,9924,福興,94/11/25,辭職,李英志,陳明宗,94/12/01,原任內部稽核主管離職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""9924"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,8176,智捷,94/11/22,組織變動,游月芬,陳坤宗,94/11/21,組織變動,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8176"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,6124,業強,94/11/21,新任,丁婷美,黃淑玲,94/11/21,經本公司九十四年十一月二十一日董事會通過，改聘任丁婷美擔任本公司稽核室專員。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6124"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,1808,潤隆,94/11/18,職務調整,陳惠美,馮安平,84/11/18,舊任者職務調整，本公司新聘任用,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1808"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,1516,川飛,94/11/17,辭職,林麗蘭,楊意慧,94/11/17,原內部稽核主管離職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1516"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,5529,鉅陞,94/11/15,職務調整,林景新,許淑玲,94/11/16,本公司內部職務異動,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5529"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,2395,研華,94/11/10,職務異動,張弘杰,駱政廉,94/11/10,職務異動,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2395"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,2316,楠梓電,94/11/10,原內部稽核主管轉任公司內其他部門職務,鄭淑娟,劉淑芬,94/11/10,原內部稽核主管轉任公司內其他部門職務,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2316"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,3702,大聯大,94/11/09,新任,陳淑惠,,94/11/09,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3702"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
公開發行,2384,勝華科技,94/11/04,職務異動,徐秋芬,無,94/11/04,職務異動,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2384"", ""TYPEK"": ""pub"", ""year"": ""2005""}"
上市,1539,巨庭,94/11/04,辭職,陳炳欽,沈丞凱,94/11/01,原內部稽核主管沈丞凱先生離職，新任內部稽核主管由陳炳欽先生接任。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1539"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,5902,德記,94/11/01,職務調整,楊金雀,方家玉,94/11/01,轉任會計部經理,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5902"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,1539,巨庭,94/11/01,辭職,陳炳欽,沈丞凱,94/11/01,原內部稽核主管沈丞凱先生離職，新任內部稽核主管由陳炳欽先生接任。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1539"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,5386,青雲,94/10/31,稽核離職,孫家源,王國華,94/11/01,稽核離職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5386"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
公開發行,3342,飛虹高科,94/10/31,解任,管玉華,彭鏡堯,94/10/31,原總稽核彭鏡堯生涯規劃，解除其所任職務。,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3342"", ""TYPEK"": ""pub"", ""year"": ""2005""}"
上市,2348,海悅,94/10/31,離職,鍾瑞玲,許玉娟,94/10/28,原稽核主管離職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2348"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,2327,國巨*,94/10/27,職務調動,劉繼中,王明燦,2005/10/27,職務調動,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2327"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,8072,陞泰,94/10/26,組織異動,梁琦建,彭永如,94.11.01,組織異動,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8072"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,1570,力肯,94/10/25,因個人職涯規劃而離職,陳淑珠,林春梅,94/11/01,因個人職涯規劃而離職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1570"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,1524,耿鼎,94/10/25,離職,藍惠敏,王美琪,94/02/01,離職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1524"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,3305,昇貿,94/10/20,職務異動,屈保瓏,陳紀穎,94/11/01,職務異動,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3305"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,2324,仁寶,94/10/20,職務異動,劉定嫺,楊荔華,94/10/03,職務異動,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2324"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,1324,地球,94/10/19,內部職務異動,林碧花,賴淑華,94/10/26,內部職務異動,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1324"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,3701,大眾控,94/10/18,職務異動,謝靜宜,葛延中,94/10/20,職務異動,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3701"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,2364,倫飛,94/10/18,派任,林郁昕,羅聖隆,94/10/18,派任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2364"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,3297,杭特,94/10/14,職務調整,王良娟,胡珮珊,94/10/17,本公司因職務變動，內部稽核主管變更為王良娟副課長,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3297"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,2540,愛山林,94/10/14,業務需要,林哲光,姚錦祥,94/11/01,業務需要,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2540"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,6190,萬泰科,94/10/13,離職,張姵蓁,鄧元東,94/10/13,離職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6190"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,5213,亞昕,94/10/13,職務調整,林淑惠,陳佩玉,94/07/20,內部職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5213"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,2886,兆豐金 代：兆豐國際證券投資信託股份有限公司,94/10/13,業務需要,鄭宇舫,徐國華,94/10/13,業務需要,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2886"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,6154,順發,94/10/12,職務調整,胡淑貞,陳俞秀,94/11/01,內部職務輪調,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6154"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,4406,新昕纖,94/10/07,職務調整,余美慧,鍾玉蓮,94/09/15,內部調動,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4406"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,4120,友華,94/10/07,職務調整,梁麗蓮,葉秀美,94/10/07,原任內部稽核轉任特別助理，另新聘任稽核經理。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4120"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,2364,倫飛,94/10/07,離職,,羅聖隆,94/10/07,離職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2364"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,2371,大同,94/10/06,退休,朱盈裕,許文剛,94/10/06,舊任者退休,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2371"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,8182,加高,94/10/05,辭職,楊明章,林守怡,94/10/05,原任稽核請辭,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8182"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,8048,德勝,94/10/04,辭職,,童慧敏,94/09/30,因個人因素請辭離職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8048"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,4306,炎洲,94/10/03,職務調整,柯金玉,李琡茹,94/10/03,公司內部職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4306"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,6202,盛群,94/09/30,職務調整,謝文坤,陳瀅湘,94/10/03,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6202"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,6144,得利影,94/09/30,新聘,唐子強,沈珮如,94/09/30,新聘,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6144"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,3354,律勝,94/09/30,職務輪調,莊志誠,張榮緹,94/10/01,職務輪調,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3354"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,3114,好德,94/09/30,離職,王昌惠,唐子強,94/09/27,離職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3114"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,3086,華義*,94/09/30,離職,暫缺,葉文斌,94/09/30,離職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3086"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,6219,富旺,94/09/26,新任,陳韻智,無,94/09/26,新任稽核主管,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6219"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,5392,能率,94/09/23,辭職,楊鴻斌,洪偉凱,94/09/23,辭職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5392"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,2886,兆豐金 代：兆豐國際證券投資信託股份有限公司,94/09/22,業務需要,鄭宇舫,徐國華,94/10/13,業務需要,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2886"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,2427,三商電,94/09/22,職務異動,劉士豪,蔡豐光,94/10/01,職務異動,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2427"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,8088,品安,94/09/21,離職,王儀威,胡淑惠,94/09/20,離職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8088"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,1617,榮星,94/09/16,因家庭因素離職,程明福,李燕菁,94/09/16,因家庭因素離職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1617"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,6198,瑞築,94/09/15,新任,金哲毅,賴春燕,94/09/08,因公司內部職務異動故新聘任稽核主管金哲毅擔任一職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6198"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,5432,新門,94/09/13,新任,陳紹強,謝文正,94/09/12,因應內部控制制度需求,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5432"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,2908,特力,94/09/13,退休,吳蓓蘭,林樹,94/09/13,原內部稽核主管稽核室協理林樹退休，解除其所任職務，自94/09/13起內部稽核主管變更為稽核室經理吳蓓蘭。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2908"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,6115,鎰勝,94/09/10,業務需要,林逸文,李惠君,94/09/10,業務需要,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6115"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,9906,欣巴巴,94/09/08,職務異動,林政維,紀志剛,94/09/08,職務異動,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""9906"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,2104,國際中橡,94/09/08,新任,徐眉,曾錦華,94/08/26,本公司新聘任用,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2104"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,2425,承啟,94/09/07,職務調整,張亞玲,賴玉女,94/09/07,配合本公司營運需要,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2425"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
公開發行,2809,京城銀,94/09/06,解任,謝初枝,林信宗,94.9.6接獲行政院金融監督管理委員會金管檢字第0940009777號函核定自文到之日起生效,原任總稽核林信宗另有任用，應予解任。,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2809"", ""TYPEK"": ""pub"", ""year"": ""2005""}"
上市,2371,大同,94/09/05,退休,朱盈裕,許文剛,94/09/02,舊任者退休,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2371"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,4108,懷特,94/09/02,新任,孫梓銘,廖光華,94/09/01,董事會決議派任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4108"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,3058,立德,94/09/02,職務調整,蘇志安,鄭玉枝,94/09/02,因內部組織調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3058"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,2412,中華電,94/08/31,退休,呂政錦,鍾聲追,94/08/30,原稽核處長退休董事會改派,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2412"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,9962,有益,94/08/30,職務調整,周琦嵐,陳傳雲,94/08/29,業務需要,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""9962"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,3360,尚立,94/08/30,舊任者離職,周子安,李振榮,94/08/30,舊任者離職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3360"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,6224,聚鼎,94/08/29,舊任者離職,侯全興,陳宗德,94/08/26,舊任者離職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6224"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,6177,達麗,94/08/29,職務調整,劉佳振,李佳儒,94/09/01,本公司董事會決議稽核室改隸屬於董事長,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6177"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,6167,久正,94/08/29,職務異動,林思源,劉怡君,94/08/29,職務異動,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6167"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,4720,德淵,94/08/29,辭職,高志文,陳俐螢,94/08/26,原稽核主管離職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4720"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,4530,宏易,94/08/29,離職,范秉琪,林麗華,94/08/29,離職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4530"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,3317,尼克森,94/08/29,離職,陳彥妙,高熏風,94/08/29,離職(94/07/08已公告),"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3317"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,2017,官田鋼,94/08/29,,陳介仁,方平田,94/09/01,第十二屆第六次董事會通過,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2017"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,3168,眾福科,94/08/25,,黃昭維,顏正勤,94/08/25,董事會決議,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3168"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,2204,中華,94/08/25,職務異動,侯富堂,李興發,94/08/25董事會決議，自94/08/01生效,職務異動,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2204"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,8921,沈氏,94/08/24,辭職,呂理偉,羅永明,94/09/01,原稽核主管離職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8921"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,5211,蒙恬,94/08/19,內部職務調整,林金指,陳麗敏,940819,內部職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5211"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,1808,潤隆,94/08/19,職務調整,馮安平,胡幼玫,94/08/19,公司內部職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1808"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,2834,臺企銀,94/08/18,人事異動,廖燦昌,汪濟生,俟主管機關核准後辦理移交,人事異動,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2834"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,3130,一零四,94/08/17,職務調動,侯鑫淙,高榮良,94/08/17,職務調動,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3130"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,5340,建榮,94/08/16,移居海外,林玉娟,林淑瑜,94/08/16,移居海外,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5340"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,6275,元山,94/08/15,職務調整,黃雪菁,曹明珊,94/08/16,原稽核室副理曹明珊調任為董事長特助，而原稽核室專員黃雪菁則晉升為稽核室副理,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6275"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,6222,立軒,94/08/11,辭職,楊世將,羅智仁,94/08/16,舊任稽核主管羅智仁轉任財務主管兼發言人，稽核主管由楊世將接任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6222"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,3284,太普高,94/08/11,職務調整,,王一聰,94/09/01,為落實職務代理人制度，並藉以建立職務輪調機制，原稽核主管王一聰調任財務主管。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3284"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上櫃,3284,太普高,94/08/11,職務調整,尤吉祥,王一聰,94/09/01,配合公司職務輪調機制，原稽核主管王一聰調任財務主管。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3284"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,2412,中華電,94/08/11,退休,周正義,鍾聲追,94/08/11,原稽核處長退休,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2412"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上櫃,5475,德宏,94/08/10,原人員離職,賴素儀,梅名傑,940809,原人員離職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5475"", ""TYPEK"": ""otc"", ""year"": ""2005""}"
上市,1614,三洋電,94/08/10,職務調整,吳文明,謝新謠,94/08/10,配合內勤管理人員輪調制度,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1614"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
上市,6120,達運,94/08/08,辭職,孫瑞晟,楊雅慧,94/08/08,原稽核主管楊雅慧小姐因個人因素離職，另聘孫瑞晟先生為稽核主管,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6120"", ""TYPEK"": ""sii"", ""year"": ""2005""}"
